,loss,categorical_accuracy,auc_2,val_loss,val_categorical_accuracy,val_auc_2,val_preds
0,1.7522931098937988,0.4157291650772095,0.8107582330703735,1.0504006147384644,0.6980574131011963,0.9476791024208069,"[[2.4277622e-01 2.5621119e-01 2.8700069e-02 ... 8.2488228e-03
  2.1426570e-02 3.7254807e-02]
 [1.1839050e-01 3.9448050e-01 3.1636897e-02 ... 5.7328218e-03
  5.4544834e-03 2.3759354e-02]
 [1.2505168e-04 1.1060047e-04 5.2224541e-01 ... 1.8490475e-04
  1.5737182e-04 4.0078199e-01]
 ...
 [5.0354232e-03 3.4655202e-02 1.6452087e-02 ... 5.6837213e-01
  3.5145512e-01 3.8584720e-03]
 [5.7560330e-05 2.1415607e-04 1.6020165e-01 ... 3.0689256e-04
  1.3653895e-02 2.3553674e-03]
 [7.6976061e-02 8.3880819e-02 9.5438175e-02 ... 2.9058906e-03
  4.9719736e-02 6.0753826e-02]]"
1,1.052311658859253,0.6702604293823242,0.93861323595047,0.7078350186347961,0.8230574131011963,0.975472092628479,"[[1.3543487e-01 1.9637448e-01 8.9349397e-02 ... 4.6008278e-02
  1.5290184e-01 4.6951741e-02]
 [2.3985231e-01 2.6823300e-01 8.9303526e-04 ... 1.2284290e-04
  5.3338999e-06 2.0699368e-03]
 [9.5638527e-05 1.2213785e-04 1.4247620e-01 ... 8.7448334e-06
  1.8037931e-06 8.5215646e-01]
 ...
 [2.3153473e-03 2.7864551e-02 6.4447336e-03 ... 7.4329126e-01
  2.1323873e-01 1.2702335e-03]
 [4.8184876e-11 4.0679535e-09 4.1995573e-04 ... 7.3954887e-10
  9.3228664e-06 8.1552187e-10]
 [2.6845359e-03 4.9587106e-03 3.2133795e-03 ... 1.7429012e-04
  1.9952975e-02 4.7472847e-04]]"
2,0.8337355256080627,0.7507291436195374,0.9614711999893188,0.6161466836929321,0.8407939076423645,0.9813244342803955,"[[1.76939070e-01 2.18334109e-01 5.63492104e-02 ... 4.10396606e-02
  1.14988379e-01 5.40816896e-02]
 [7.86485001e-02 2.84309238e-01 2.37137754e-03 ... 1.02846374e-04
  6.29660190e-06 7.68378330e-03]
 [3.98079254e-04 3.68636684e-04 7.61872768e-01 ... 1.52268706e-06
  4.95195309e-07 2.04878971e-01]
 ...
 [2.79787160e-03 1.68497674e-02 3.53462552e-03 ... 8.71637106e-01
  1.02830723e-01 7.13486806e-04]
 [1.56704233e-11 1.05741531e-08 6.89182896e-04 ... 2.96730418e-11
  3.33910339e-06 8.88460763e-11]
 [5.35522995e-04 2.50458601e-03 1.84279250e-03 ... 4.07275002e-06
  8.41659494e-04 2.53662991e-04]]"
3,0.7385485768318176,0.780677080154419,0.9692972898483276,0.5530658960342407,0.8614864945411682,0.9842212200164795,"[[1.5176672e-01 2.2222006e-01 6.6464700e-02 ... 3.8076416e-02
  1.3999103e-01 5.9322152e-02]
 [1.4017056e-01 1.3644974e-01 2.1829780e-03 ... 1.7316580e-04
  4.3687296e-06 1.8016631e-02]
 [8.6224871e-05 3.0778954e-04 5.1048124e-01 ... 4.5078210e-07
  7.1434911e-08 4.6414354e-01]
 ...
 [3.3513824e-03 1.6917961e-02 3.0567066e-03 ... 8.9149177e-01
  8.3043881e-02 8.2523841e-04]
 [1.4900916e-11 2.0187020e-08 3.1115903e-04 ... 1.7120772e-12
  3.5035751e-07 1.6978247e-11]
 [2.7066754e-04 2.1659797e-03 2.2507142e-03 ... 1.5378918e-06
  6.4730627e-04 2.5762603e-04]]"
4,0.6870589852333069,0.7964062690734863,0.973230242729187,0.5436978936195374,0.8627533912658691,0.984580934047699,"[[1.2989569e-01 2.2475938e-01 6.7799062e-02 ... 3.4952790e-02
  1.6543299e-01 3.6340997e-02]
 [5.8218032e-02 6.4997673e-02 1.9242311e-03 ... 3.1177449e-05
  1.6070209e-06 3.5348227e-03]
 [1.6165126e-04 3.1204714e-04 8.1443912e-01 ... 1.7860334e-07
  1.1112274e-07 1.6017501e-01]
 ...
 [5.9295255e-03 8.6562540e-03 3.8518147e-03 ... 7.5862324e-01
  2.2045258e-01 3.9258169e-04]
 [1.1612065e-12 2.4210758e-09 2.0375678e-04 ... 2.2631216e-13
  8.4536133e-08 1.0036367e-11]
 [3.8109993e-05 2.6428252e-03 3.9482480e-03 ... 1.8102004e-06
  3.5225807e-03 3.5239433e-04]]"
5,0.6501613259315491,0.8098958134651184,0.9759290814399719,0.49645623564720154,0.8796452879905701,0.9871544241905212,"[[1.1773007e-01 2.5645152e-01 6.3485011e-02 ... 3.2332450e-02
  1.7382075e-01 4.5016274e-02]
 [7.4451670e-02 3.9153118e-02 6.9379975e-04 ... 9.3470571e-06
  4.3012332e-07 1.9976755e-03]
 [1.7331459e-04 2.3624208e-04 9.2618787e-01 ... 1.9836995e-07
  5.1837048e-08 5.2083489e-02]
 ...
 [3.2802776e-03 6.8458128e-03 2.3367072e-03 ... 8.7305969e-01
  1.1300486e-01 3.0872965e-04]
 [2.0177807e-12 1.5623195e-08 1.4018906e-04 ... 1.9178910e-13
  9.6302067e-08 7.2789856e-12]
 [2.3698622e-05 1.3468369e-03 4.1234833e-03 ... 3.6127398e-07
  7.3250558e-04 2.5559045e-04]]"
6,0.6169466376304626,0.8197916746139526,0.9783967137336731,0.4749356806278229,0.8792229890823364,0.9877800941467285,"[[1.4602014e-01 2.1038289e-01 6.2942781e-02 ... 6.2764674e-02
  2.0530835e-01 5.4135434e-02]
 [5.1738780e-02 5.4475382e-02 1.7040288e-03 ... 5.7579377e-06
  1.5071350e-07 2.1654400e-03]
 [2.3610744e-04 1.0796954e-03 8.8036293e-01 ... 6.1015794e-07
  5.9703368e-08 7.5027570e-02]
 ...
 [2.5383821e-03 6.1022784e-03 4.7277409e-04 ... 9.1785145e-01
  7.2715640e-02 4.4198241e-05]
 [4.5393211e-13 9.6007673e-09 3.3208176e-05 ... 7.0050946e-14
  1.7799591e-08 1.5048990e-13]
 [1.0956445e-04 6.0793376e-03 9.7398935e-03 ... 1.1418232e-06
  5.9607148e-04 1.0103349e-03]]"
7,0.6043134331703186,0.8224478960037231,0.9792526960372925,0.47345685958862305,0.880912184715271,0.9885031580924988,"[[1.2760876e-01 1.7221445e-01 4.2298857e-02 ... 7.4109681e-02
  3.4347880e-01 2.9596919e-02]
 [7.2635710e-02 5.6658562e-02 1.1290732e-03 ... 2.2644757e-05
  4.3791380e-07 2.3611765e-03]
 [4.0031740e-04 3.3400180e-03 8.1409931e-01 ... 1.8794797e-06
  1.5558764e-07 1.3539916e-01]
 ...
 [2.7393596e-03 3.1556911e-03 1.7834501e-04 ... 9.0750438e-01
  8.6265832e-02 1.2982295e-05]
 [3.8045639e-12 3.7737834e-08 6.1810009e-05 ... 4.7112157e-13
  6.6243338e-08 2.0921977e-12]
 [2.2524593e-05 1.0733464e-03 7.2933901e-03 ... 5.0794040e-07
  7.7784766e-04 6.5876683e-04]]"
8,0.5847553014755249,0.8313021063804626,0.980451226234436,0.49335336685180664,0.8707770109176636,0.9875679016113281,"[[1.47207811e-01 1.85957134e-01 7.35105723e-02 ... 6.26950338e-02
  2.24177793e-01 6.19646125e-02]
 [6.62145913e-02 3.28192636e-02 8.59102607e-03 ... 9.03627952e-05
  2.32668845e-06 1.30446600e-02]
 [3.28686787e-04 8.80808011e-03 8.09425831e-01 ... 4.92881327e-07
  1.11760997e-07 1.13542862e-01]
 ...
 [3.76028218e-03 2.57485383e-03 5.14276035e-04 ... 9.32109773e-01
  6.06810749e-02 6.45518667e-05]
 [2.78287511e-13 1.19459687e-08 2.06007571e-05 ... 1.52091894e-13
  1.28097515e-08 1.56686228e-13]
 [2.58771051e-05 1.23941328e-03 1.86591446e-02 ... 1.09037103e-06
  5.39834902e-04 1.47640088e-03]]"
9,0.5914350152015686,0.8283854126930237,0.9799256920814514,0.447579562664032,0.8868243098258972,0.9898313283920288,"[[1.2197756e-01 1.9123897e-01 5.9754234e-02 ... 4.7491480e-02
  2.8898653e-01 3.9295945e-02]
 [4.2457260e-02 5.5552825e-02 1.1654165e-04 ... 2.7084393e-06
  3.2643445e-08 3.9335527e-04]
 [1.3393846e-04 6.7714103e-03 6.8369031e-01 ... 3.4026712e-07
  5.1786930e-08 2.6131371e-01]
 ...
 [7.7371099e-03 3.5051487e-03 1.7589314e-03 ... 8.5878617e-01
  1.2709020e-01 1.2138970e-04]
 [3.2007060e-13 8.8750864e-09 1.6833117e-05 ... 5.2906755e-14
  3.6570789e-09 3.2579007e-13]
 [7.4296390e-06 1.4491290e-03 1.1356882e-02 ... 2.5515249e-07
  8.4282877e-04 1.3074346e-03]]"
