,loss,categorical_accuracy,auc,val_loss,val_categorical_accuracy,val_auc,val_preds
0,1.5998344421386719,0.49953123927116394,0.8573801517486572,0.9900194406509399,0.7407094836235046,0.9569459557533264,"[[1.8027766e-01 3.2873833e-01 4.2077959e-02 ... 5.4376412e-02
  5.1655944e-02 4.7912896e-02]
 [2.3541209e-01 1.0665645e-01 9.0333708e-02 ... 2.3626005e-02
  7.5120172e-03 2.0591004e-01]
 [1.0229253e-03 9.8821241e-03 2.3276193e-02 ... 5.9946917e-05
  4.3712657e-07 8.5023832e-01]
 ...
 [3.2083157e-02 2.3082338e-02 1.2543796e-02 ... 5.5100220e-01
  3.6357704e-01 3.7016922e-03]
 [1.0742276e-09 1.0092825e-08 9.6443560e-05 ... 2.0620170e-12
  3.1700531e-11 8.9532454e-10]
 [5.5766740e-04 8.1657516e-03 7.7407472e-03 ... 7.0188558e-05
  1.8593656e-04 5.8701774e-04]]"
1,1.0808383226394653,0.6832812428474426,0.9392378330230713,0.8192788362503052,0.7829391956329346,0.9704090356826782,"[[1.97119132e-01 3.05513948e-01 4.63983975e-02 ... 3.67152914e-02
  3.41210105e-02 4.65651341e-02]
 [1.91904932e-01 5.23699112e-02 6.34612218e-02 ... 2.58549117e-03
  2.92386860e-04 2.34030679e-01]
 [9.68734268e-04 1.77420154e-02 1.50807770e-02 ... 2.03595537e-05
  1.18617216e-07 8.74363899e-01]
 ...
 [2.60368288e-02 1.45005984e-02 3.38915596e-03 ... 8.14612746e-01
  1.30130827e-01 2.00380641e-03]
 [9.00132746e-12 1.95952317e-11 5.60875014e-06 ... 1.68019753e-15
  3.84363663e-14 8.10504333e-13]
 [1.46495135e-04 7.91718267e-05 1.80357567e-03 ... 1.24935332e-06
  1.60160585e-06 4.13838870e-06]]"
2,0.941498339176178,0.7293750047683716,0.9535220861434937,0.7399740815162659,0.8006756901741028,0.9750453233718872,"[[1.73960268e-01 3.28368425e-01 6.18946776e-02 ... 4.58067209e-02
  5.19016497e-02 4.26282287e-02]
 [5.10948449e-02 6.39809445e-02 1.09484516e-01 ... 8.38002888e-04
  7.71562773e-05 2.77346998e-01]
 [3.71437427e-03 8.85359012e-03 7.72725716e-02 ... 1.00062261e-05
  2.15474870e-07 8.16132069e-01]
 ...
 [5.73214935e-03 1.14809826e-03 1.90487143e-03 ... 6.73877776e-01
  3.16477269e-01 1.84516379e-04]
 [2.88602453e-09 8.92527274e-10 8.24098024e-05 ... 1.14914274e-12
  4.48449004e-12 4.10010957e-12]
 [2.39640195e-02 4.31267023e-02 1.43008471e-01 ... 8.56224389e-04
  1.52738281e-02 5.08344907e-04]]"
3,0.8675864934921265,0.7479166388511658,0.9598885774612427,0.668075680732727,0.8293918967247009,0.9790782928466797,"[[2.05438718e-01 2.51542389e-01 7.01218545e-02 ... 4.57599126e-02
  4.01824154e-02 8.58413130e-02]
 [5.34010604e-02 2.19832528e-02 1.13335058e-01 ... 1.03075225e-04
  3.56656733e-06 4.81092423e-01]
 [5.30077668e-04 4.05044435e-03 1.82341799e-01 ... 9.36550077e-06
  3.34857390e-07 7.81130493e-01]
 ...
 [2.44150646e-02 6.53023552e-03 1.82404346e-03 ... 8.21772516e-01
  1.40312746e-01 8.19953915e-04]
 [3.75561353e-11 3.27864016e-12 2.69828834e-05 ... 1.54642788e-14
  3.57510516e-14 5.14862336e-14]
 [7.08819088e-03 3.37706367e-03 7.28958100e-02 ... 1.18732147e-04
  5.97026432e-04 2.59505789e-04]]"
4,0.8107979893684387,0.768958330154419,0.9642216563224792,0.6497145891189575,0.8251689076423645,0.9803263545036316,"[[1.8505499e-01 2.6004961e-01 8.7169223e-02 ... 5.2209873e-02
  4.8583895e-02 8.8661328e-02]
 [1.3525893e-01 4.3503828e-02 6.5764464e-02 ... 5.5979694e-05
  3.0713697e-06 2.7845812e-01]
 [3.8899237e-03 2.3890301e-03 2.6484460e-01 ... 1.4850711e-05
  1.2414866e-06 6.9180059e-01]
 ...
 [2.5321189e-02 1.0147905e-02 4.7836915e-04 ... 9.0392494e-01
  5.7938166e-02 3.9177702e-04]
 [1.0956631e-10 2.0809040e-11 8.5371321e-06 ... 2.4471254e-14
  1.4898840e-14 2.2556062e-14]
 [4.0444327e-03 6.2011029e-03 4.5777086e-02 ... 6.7712805e-05
  4.4491561e-04 1.4367634e-04]]"
5,0.7675026655197144,0.7799479365348816,0.9678695201873779,0.597978949546814,0.8521959185600281,0.9830677509307861,"[[2.71649182e-01 2.33624443e-01 4.92397062e-02 ... 7.16213733e-02
  5.35401590e-02 7.16316178e-02]
 [6.59339502e-02 3.18183862e-02 1.13222497e-02 ... 2.89686632e-05
  1.59305011e-06 1.72307432e-01]
 [2.54105427e-03 8.16001091e-04 1.03961445e-01 ... 1.49124992e-06
  3.20264775e-08 8.67076457e-01]
 ...
 [1.74081866e-02 5.99934114e-03 1.39584139e-04 ... 8.83966267e-01
  9.16553438e-02 1.15269373e-04]
 [1.17636512e-10 1.82917587e-11 1.63384248e-05 ... 4.15960723e-13
  7.97470136e-14 2.02871099e-14]
 [4.40324238e-03 2.15044338e-03 7.48564377e-02 ... 1.34487709e-04
  5.59383596e-04 1.83038341e-04]]"
6,0.7479063272476196,0.7850000262260437,0.9692229628562927,0.5877947211265564,0.84375,0.9842092990875244,"[[2.11871997e-01 1.82345882e-01 8.37761834e-02 ... 8.62083510e-02
  1.04573108e-01 1.01525493e-01]
 [5.91498278e-02 1.37272570e-02 1.09880097e-01 ... 1.40462464e-04
  1.42431145e-05 5.80346227e-01]
 [1.33856514e-03 4.50902502e-04 4.94603127e-01 ... 3.39886465e-05
  3.65837036e-06 5.00451028e-01]
 ...
 [1.29000889e-02 1.86983042e-03 6.53483803e-05 ... 9.45631802e-01
  3.93471941e-02 4.35181209e-05]
 [6.87979188e-11 9.99580019e-12 1.00996722e-05 ... 2.08259422e-13
  1.49991832e-14 1.31131974e-14]
 [2.52373312e-02 6.55267993e-03 9.10715684e-02 ... 2.08421634e-03
  6.00623945e-03 8.60524306e-04]]"
7,0.7130844593048096,0.7957812547683716,0.9719467759132385,0.5494184494018555,0.8585304021835327,0.9848390221595764,"[[3.4949550e-01 2.4451694e-01 3.3648025e-02 ... 5.7958048e-02
  5.2084424e-02 3.5448357e-02]
 [1.6452457e-01 4.8435904e-02 3.7488889e-02 ... 3.7948831e-04
  2.5975038e-05 1.6497372e-01]
 [5.2966857e-03 1.6439904e-03 1.4524868e-01 ... 8.4237625e-05
  4.5579774e-05 8.0029643e-01]
 ...
 [1.0730392e-02 1.1331845e-03 1.7054832e-05 ... 9.5712078e-01
  3.0886177e-02 2.1428346e-05]
 [6.4275534e-12 1.9647672e-11 5.1191155e-06 ... 9.0006314e-15
  1.0887898e-14 6.4380090e-15]
 [3.2515492e-02 8.2555423e-03 3.5271764e-02 ... 1.2935292e-03
  1.7010614e-03 4.0032307e-04]]"
8,0.7034834623336792,0.7964583039283752,0.9724809527397156,0.5591081380844116,0.8585304021835327,0.9847732782363892,"[[1.87048167e-01 2.18425229e-01 9.60979536e-02 ... 4.28444743e-02
  5.04128896e-02 1.05983846e-01]
 [4.80552018e-02 1.50904767e-02 7.35362694e-02 ... 2.01640269e-05
  1.10222470e-06 2.42029339e-01]
 [4.13749047e-04 4.75969573e-04 4.12456661e-01 ... 2.90290245e-06
  6.62729178e-08 5.76817274e-01]
 ...
 [9.02549643e-03 2.20953301e-03 5.09822894e-05 ... 9.63755429e-01
  2.46038325e-02 9.71123372e-05]
 [5.55371287e-13 5.57495283e-12 3.60378010e-07 ... 1.56443399e-16
  2.06644368e-16 1.11597530e-16]
 [2.33069572e-04 1.48814273e-04 4.70830780e-03 ... 1.39016538e-05
  4.72698548e-06 4.49937907e-05]]"
9,0.6955137848854065,0.800000011920929,0.9730191230773926,0.5465065836906433,0.8576858043670654,0.9858182668685913,"[[2.07138509e-01 2.34565124e-01 8.43085051e-02 ... 3.79867181e-02
  4.35469225e-02 8.38023871e-02]
 [2.67030355e-02 1.22342128e-02 1.03492672e-02 ... 9.05429351e-06
  3.41062417e-07 1.21672995e-01]
 [1.35839893e-03 3.59023525e-03 1.56981871e-01 ... 1.98717789e-05
  6.57822227e-07 7.67297149e-01]
 ...
 [1.07000079e-02 1.96563080e-03 5.83665096e-05 ... 9.64687467e-01
  2.23218277e-02 8.79351865e-05]
 [1.73739332e-12 6.06955111e-11 9.92301011e-07 ... 1.40577198e-15
  2.68424013e-14 1.49617962e-15]
 [3.01357708e-04 1.09037117e-03 2.24787532e-03 ... 6.27972577e-06
  1.07608839e-05 1.70162002e-05]]"
