,down,go,left,no,right,stop,up,yes
0,0.6420454545454546,0.6597222222222222,0.7914691943127962,0.5779036827195467,0.7630769230769231,0.7030075187969925,0.6535211267605634,0.8232044198895028
1,0.6837349397590361,0.7309941520467836,0.7490196078431373,0.6057971014492753,0.8825622775800712,0.7473309608540926,0.6960486322188449,0.8181818181818182
2,0.7762237762237763,0.7365853658536585,0.8025751072961373,0.6498516320474778,0.7735294117647059,0.8457943925233645,0.6272727272727273,0.939297124600639
3,0.7125382262996942,0.7155963302752294,0.7633587786259542,0.6900369003690037,0.8,0.8625592417061612,0.6348837209302326,0.9267515923566879
4,0.7305389221556886,0.7184466019417476,0.7407407407407407,0.684931506849315,0.85,0.7737226277372263,0.699438202247191,0.9017857142857143
5,0.6862745098039216,0.7415730337078652,0.8127490039840638,0.6566666666666666,0.8317460317460318,0.8497854077253219,0.6691358024691358,0.9148936170212766
6,0.6828571428571428,0.7315789473684211,0.7575757575757576,0.6666666666666666,0.8737201365187713,0.839622641509434,0.639618138424821,0.8647887323943662
7,0.7306501547987616,0.7116279069767442,0.7937743190661478,0.6422287390029325,0.8945578231292517,0.7977099236641222,0.6988950276243094,0.9490445859872612
8,0.6702412868632708,0.6504424778761062,0.82,0.6610738255033557,0.8964285714285715,0.8470588235294118,0.7146892655367232,0.9096385542168675
9,0.7567567567567568,0.7056277056277056,0.8155737704918032,0.652317880794702,0.8398692810457516,0.8377192982456141,0.6465116279069767,0.9063444108761329
10,0.7304075235109718,0.7329842931937173,0.735593220338983,0.6489675516224189,0.8673469387755102,0.8559322033898306,0.7021276595744681,0.9245283018867925
11,0.7125748502994012,0.7754010695187166,0.77734375,0.6718266253869969,0.862876254180602,0.8771929824561403,0.6740196078431373,0.9009009009009009
12,0.7671232876712328,0.7053941908713693,0.6780185758513931,0.6606498194945848,0.8317152103559871,0.8733031674208145,0.670076726342711,0.9299363057324841
13,0.7313432835820896,0.7211538461538461,0.7894736842105263,0.6614420062695925,0.8831615120274914,0.8625,0.6938775510204082,0.8898809523809523
14,0.7619047619047619,0.7407407407407407,0.7651515151515151,0.6563380281690141,0.9245283018867925,0.8481012658227848,0.6280623608017817,0.926984126984127
15,0.822463768115942,0.6872427983539094,0.7689530685920578,0.6807817589576547,0.8791946308724832,0.8849557522123894,0.6666666666666666,0.9113149847094801
16,0.7077363896848138,0.7696078431372549,0.7419354838709677,0.7052980132450332,0.8603896103896104,0.8798283261802575,0.7189189189189189,0.9195046439628483
17,0.7639344262295082,0.7586206896551724,0.711864406779661,0.6656050955414012,0.9105058365758755,0.84375,0.7012658227848101,0.892128279883382
