,down,go,left,no,right,stop,up,yes
0,0.7333333333333333,0.5266903914590747,0.8358778625954199,0.6905537459283387,0.8915254237288136,0.7343173431734318,0.8401253918495298,0.954954954954955
1,0.8266666666666667,0.6654804270462633,0.9122137404580153,0.7752442996742671,0.9152542372881356,0.8228782287822878,0.8934169278996865,0.93993993993994
2,0.87,0.6227758007117438,0.8931297709923665,0.7687296416938111,0.8949152542372881,0.9040590405904059,0.896551724137931,0.963963963963964
3,0.8933333333333333,0.8078291814946619,0.916030534351145,0.8175895765472313,0.9389830508474576,0.8966789667896679,0.9122257053291536,0.9459459459459459
4,0.91,0.7259786476868327,0.916030534351145,0.8566775244299675,0.888135593220339,0.915129151291513,0.8714733542319749,0.972972972972973
5,0.92,0.7864768683274022,0.9427480916030534,0.8371335504885994,0.9152542372881356,0.9261992619926199,0.9122257053291536,0.9519519519519519
6,0.92,0.797153024911032,0.8969465648854962,0.8403908794788274,0.9254237288135593,0.9114391143911439,0.9028213166144201,0.963963963963964
7,0.8933333333333333,0.7508896797153025,0.8931297709923665,0.8534201954397395,0.9525423728813559,0.933579335793358,0.9184952978056427,0.96996996996997
8,0.9066666666666666,0.7793594306049823,0.8587786259541985,0.8664495114006515,0.9355932203389831,0.9114391143911439,0.9059561128526645,0.9669669669669669
9,0.9233333333333333,0.8220640569395018,0.8473282442748091,0.7980456026058632,0.9389830508474576,0.933579335793358,0.9122257053291536,0.972972972972973
10,0.8866666666666667,0.8220640569395018,0.8854961832061069,0.8925081433224755,0.9322033898305084,0.9261992619926199,0.9153605015673981,0.96996996996997
11,0.9233333333333333,0.8505338078291815,0.9312977099236641,0.8469055374592834,0.9322033898305084,0.9372693726937269,0.9090909090909091,0.960960960960961
12,0.8566666666666667,0.7900355871886121,0.8778625954198473,0.8925081433224755,0.9084745762711864,0.933579335793358,0.9310344827586207,0.96996996996997
13,0.9333333333333333,0.7793594306049823,0.9389312977099237,0.8599348534201955,0.9355932203389831,0.9114391143911439,0.9467084639498433,0.96996996996997
14,0.9433333333333334,0.8540925266903915,0.8587786259541985,0.8599348534201955,0.9593220338983051,0.8708487084870848,0.9373040752351097,0.9519519519519519
15,0.9366666666666666,0.8113879003558719,0.9389312977099237,0.8892508143322475,0.9355932203389831,0.933579335793358,0.9247648902821317,0.9579579579579579
16,0.9233333333333333,0.8078291814946619,0.8778625954198473,0.8925081433224755,0.9355932203389831,0.9630996309963099,0.8996865203761756,0.963963963963964
17,0.95,0.8612099644128114,0.8625954198473282,0.8697068403908795,0.9050847457627119,0.9188191881918819,0.9498432601880877,0.963963963963964
18,0.9233333333333333,0.8469750889679716,0.9083969465648855,0.8664495114006515,0.9186440677966101,0.948339483394834,0.9153605015673981,0.954954954954955
19,0.9233333333333333,0.8540925266903915,0.8854961832061069,0.8697068403908795,0.9220338983050848,0.955719557195572,0.9028213166144201,0.9669669669669669
20,0.9066666666666666,0.8256227758007118,0.9007633587786259,0.8729641693811075,0.9322033898305084,0.9372693726937269,0.9216300940438872,0.960960960960961
21,0.9,0.8362989323843416,0.8549618320610687,0.8534201954397395,0.911864406779661,0.9630996309963099,0.9153605015673981,0.975975975975976
22,0.9333333333333333,0.797153024911032,0.9236641221374046,0.8859934853420195,0.9220338983050848,0.9446494464944649,0.877742946708464,0.978978978978979
23,0.8966666666666666,0.8434163701067615,0.8969465648854962,0.9055374592833876,0.9254237288135593,0.9630996309963099,0.8683385579937304,0.978978978978979
24,0.9566666666666667,0.8434163701067615,0.8969465648854962,0.9022801302931596,0.9559322033898305,0.948339483394834,0.9216300940438872,0.9669669669669669
25,0.96,0.8185053380782918,0.8664122137404581,0.9218241042345277,0.9389830508474576,0.933579335793358,0.9090909090909091,0.972972972972973
26,0.9233333333333333,0.8362989323843416,0.9007633587786259,0.8892508143322475,0.9423728813559322,0.9446494464944649,0.9310344827586207,0.9669669669669669
27,0.9233333333333333,0.8398576512455516,0.8931297709923665,0.8827361563517915,0.9389830508474576,0.9372693726937269,0.9278996865203761,0.96996996996997
28,0.9433333333333334,0.7864768683274022,0.9122137404580153,0.9087947882736156,0.9254237288135593,0.9298892988929889,0.9090909090909091,0.9579579579579579
29,0.9266666666666666,0.8434163701067615,0.9007633587786259,0.8859934853420195,0.9491525423728814,0.9446494464944649,0.9373040752351097,0.972972972972973
30,0.95,0.8113879003558719,0.9045801526717557,0.8892508143322475,0.9050847457627119,0.940959409594096,0.8996865203761756,0.972972972972973
31,0.9133333333333333,0.8683274021352313,0.8931297709923665,0.9120521172638436,0.9186440677966101,0.9298892988929889,0.9373040752351097,0.96996996996997
32,0.92,0.8434163701067615,0.8473282442748091,0.9087947882736156,0.9322033898305084,0.948339483394834,0.8652037617554859,0.975975975975976
33,0.91,0.8327402135231317,0.9083969465648855,0.9022801302931596,0.9288135593220339,0.9298892988929889,0.9592476489028213,0.954954954954955
34,0.9233333333333333,0.7580071174377224,0.9007633587786259,0.9185667752442996,0.9627118644067797,0.948339483394834,0.8996865203761756,0.9519519519519519
35,0.92,0.8256227758007118,0.8473282442748091,0.8925081433224755,0.9389830508474576,0.948339483394834,0.9184952978056427,0.978978978978979
