,fpr,tpr
0,0.0,0.2766235607331785
1,0.00145985401459854,0.30975609085366046
2,0.001466275659824047,0.31557004434203256
3,0.0014749262536873156,0.3377922665642548
4,0.0014925373134328358,0.3454453277887446
5,0.0014992503748125937,0.37019780303626937
6,0.0015060240963855422,0.3726016491901155
7,0.0015082956259426848,0.40355403014249647
8,0.002932551319648094,0.4166354254913337
9,0.0029498525073746312,0.424968758824667
10,0.0029850746268656717,0.42751977923283024
11,0.0029985007496251873,0.44732175943085006
12,0.0030120481927710845,0.44972560558469626
13,0.0030165912518853697,0.4616303674894582
14,0.004379562043795621,0.46313639158584374
15,0.004398826979472141,0.4660433683300298
16,0.004497751124437781,0.47470673466666347
17,0.004524886877828055,0.47708768704761584
18,0.00583941605839416,0.47859371114400134
19,0.0058997050147492625,0.4799826000328902
20,0.005970149253731343,0.5093193347267677
21,0.005997001499250375,0.5328341862119161
22,0.006024096385542169,0.5400457246734547
23,0.006033182503770739,0.5448076294353594
24,0.0072992700729927005,0.5523377499172872
25,0.007331378299120235,0.5566982150335662
26,0.007462686567164179,0.5592492354417294
27,0.0074962518740629685,0.5666749780159869
28,0.007530120481927711,0.5798961318621407
29,0.007541478129713424,0.5810866080526169
30,0.008759124087591242,0.5825926321490025
31,0.008797653958944282,0.5869530972652816
32,0.008849557522123894,0.5883419861541704
33,0.008995502248875561,0.5932924812036754
34,0.009036144578313253,0.6005040196652138
35,0.00904977375565611,0.60169449585569
36,0.010218978102189781,0.6032005199520756
37,0.010263929618768328,0.6046540083241686
38,0.01032448377581121,0.6060428972130575
39,0.010447761194029851,0.6085939176212208
40,0.010494752623688156,0.6172572839578544
41,0.010542168674698794,0.6208630531886237
42,0.011730205278592375,0.6237700299328097
43,0.011799410029498525,0.6390478077105876
44,0.011940298507462687,0.6403233179146691
45,0.01199400299850075,0.6477490604889266
46,0.012048192771084338,0.6489509835658497
47,0.013138686131386862,0.6519630317586207
48,0.013432835820895522,0.6557895623708656
49,0.013493253373313344,0.6570271861332417
50,0.01355421686746988,0.6690464169024726
51,0.01466275659824047,0.6806743238792168
52,0.014749262536873156,0.6820632127681057
53,0.014925373134328358,0.6884407637885139
54,0.015060240963855422,0.6896426868654371
55,0.015082956259426848,0.6920236392463894
56,0.016129032258064516,0.6934771276184823
57,0.016224188790560472,0.697643794285149
58,0.016417910447761194,0.7052968555096388
59,0.016566265060240965,0.7077007016634849
60,0.016591251885369532,0.714843558806342
61,0.01791044776119403,0.7199455996226687
62,0.018072289156626505,0.7211475226995918
63,0.019174041297935103,0.7225364115884807
64,0.019490254872563718,0.7262492828756093
65,0.01957831325301205,0.7334608213371479
66,0.0196078431372549,0.7358417737181002
67,0.020527859237536656,0.7416557272064723
68,0.021994134897360705,0.7431092155785652
69,0.022123893805309734,0.7444981044674541
70,0.022388059701492536,0.7457736146715357
71,0.022488755622188907,0.7482488621962882
72,0.02346041055718475,0.7511558389404742
73,0.0239880059970015,0.7523934627028506
74,0.025073746312684365,0.7537823515917395
75,0.025487256371814093,0.7562575991164919
76,0.025602409638554216,0.7574595221934148
77,0.026277372262773723,0.7589655462898004
78,0.02654867256637168,0.7603544351786893
79,0.026865671641791045,0.761629945382771
80,0.02710843373493976,0.7652357146135402
81,0.027737226277372264,0.7667417387099258
82,0.02785923753665689,0.7696487154541118
83,0.028023598820058997,0.7710376043430007
84,0.028358208955223882,0.7761396451593272
85,0.029197080291970802,0.7791516933520983
86,0.029498525073746312,0.7805405822409872
87,0.029850746268656716,0.7830916026491506
88,0.029985007496251874,0.785566850173903
89,0.030973451327433628,0.7869557390627919
90,0.031484257871064465,0.7894309865875444
91,0.03313253012048193,0.7906329096644675
92,0.03392330383480826,0.7934106874422453
93,0.034328358208955224,0.7946861976463269
94,0.03463855421686747,0.7958881207232499
95,0.03582089552238806,0.7984391411314131
96,0.03614457831325301,0.8008429872852593
97,0.036656891495601175,0.8022964756573523
98,0.03731343283582089,0.8048474960655156
99,0.037481259370314844,0.8060851198278919
100,0.038348082595870206,0.8074740087167808
101,0.038980509745127435,0.808711632479157
102,0.0391566265060241,0.8111154786330032
103,0.04029850746268657,0.8123909888370847
104,0.04047976011994003,0.813628612599461
105,0.040875912408759124,0.8151346366958465
106,0.04129793510324484,0.8165235255847354
107,0.041979010494752625,0.8177611493471116
108,0.04216867469879518,0.8189630724240348
109,0.042232277526395176,0.820153548614511
110,0.043478260869565216,0.8213911723768872
111,0.043674698795180725,0.8237950185307333
112,0.046686746987951805,0.8261988646845795
113,0.04671532846715328,0.8292109128773505
114,0.0471976401179941,0.8305998017662394
115,0.04819277108433735,0.8318017248431624
116,0.04838709677419355,0.8332552132152554
117,0.049635036496350364,0.834761237311641
118,0.049773755656108594,0.8359517135021173
119,0.05014749262536873,0.8373406023910062
120,0.05247376311844078,0.8385782261533823
121,0.05279034690799397,0.8397687023438585
122,0.053973013493253376,0.8410063261062348
123,0.05572289156626506,0.842208249183158
124,0.056716417910447764,0.8434837593872396
125,0.05718475073313783,0.8449372477593325
126,0.0572289156626506,0.8485430169901019
127,0.058997050147492625,0.8499319058789908
128,0.061313868613138686,0.8514379299753764
129,0.06325301204819277,0.8526398530522993
130,0.06744868035190615,0.8555468297964853
131,0.06865671641791045,0.8568223400005669
132,0.06927710843373494,0.8592261861544132
133,0.07038123167155426,0.8606796745265061
134,0.07496251874062969,0.8619172982888824
135,0.07541478129713423,0.8631077744793586
136,0.07669616519174041,0.8658855522571364
137,0.07796101949025487,0.8671231760195125
138,0.07883211678832117,0.8686292001158981
