,down,go,left,no,right,stop,up,yes
0,0.52,0.6227758007117438,0.8625954198473282,0.6677524429967426,0.8406779661016949,0.6789667896678967,0.7272727272727273,0.8948948948948949
1,0.6,0.5765124555160143,0.8931297709923665,0.7915309446254072,0.7796610169491526,0.7601476014760148,0.786833855799373,0.8618618618618619
2,0.8033333333333333,0.6690391459074733,0.8893129770992366,0.7263843648208469,0.8745762711864407,0.7416974169741697,0.8683385579937304,0.8078078078078078
3,0.74,0.5622775800711743,0.9045801526717557,0.8534201954397395,0.8745762711864407,0.7527675276752768,0.8150470219435737,0.9129129129129129
4,0.6533333333333333,0.6761565836298933,0.8053435114503816,0.8631921824104235,0.8779661016949153,0.7232472324723247,0.8871473354231975,0.8768768768768769
5,0.6833333333333333,0.6832740213523132,0.8396946564885496,0.8175895765472313,0.8813559322033898,0.7527675276752768,0.9404388714733543,0.9279279279279279
6,0.7833333333333333,0.6690391459074733,0.9083969465648855,0.8501628664495114,0.911864406779661,0.8154981549815498,0.8996865203761756,0.8798798798798799
7,0.8133333333333334,0.7722419928825622,0.8931297709923665,0.7882736156351792,0.9016949152542373,0.7785977859778598,0.9028213166144201,0.9279279279279279
8,0.69,0.7829181494661922,0.7862595419847328,0.8338762214983714,0.9423728813559322,0.8671586715867159,0.877742946708464,0.918918918918919
9,0.8266666666666667,0.701067615658363,0.8625954198473282,0.8794788273615635,0.9559322033898305,0.7047970479704797,0.896551724137931,0.8258258258258259
10,0.89,0.6548042704626335,0.8358778625954199,0.8566775244299675,0.9254237288135593,0.7343173431734318,0.890282131661442,0.8678678678678678
11,0.7633333333333333,0.7580071174377224,0.8816793893129771,0.8990228013029316,0.8983050847457628,0.8081180811808119,0.9028213166144201,0.8318318318318318
12,0.72,0.8505338078291815,0.8664122137404581,0.8697068403908795,0.9423728813559322,0.7343173431734318,0.877742946708464,0.9039039039039038
13,0.78,0.8185053380782918,0.7099236641221374,0.8631921824104235,0.9423728813559322,0.8413284132841329,0.8746081504702194,0.8978978978978979
14,0.7966666666666666,0.8185053380782918,0.8549618320610687,0.8501628664495114,0.8915254237288136,0.7896678966789668,0.9435736677115988,0.8438438438438438
15,0.85,0.7686832740213523,0.851145038167939,0.8827361563517915,0.8576271186440678,0.8228782287822878,0.9184952978056427,0.8408408408408409
16,0.8466666666666667,0.8185053380782918,0.8740458015267175,0.8241042345276873,0.9423728813559322,0.8708487084870848,0.9216300940438872,0.8438438438438438
17,0.83,0.6903914590747331,0.9083969465648855,0.8925081433224755,0.9389830508474576,0.8302583025830258,0.896551724137931,0.9069069069069069
18,0.84,0.8256227758007118,0.9083969465648855,0.8110749185667753,0.9355932203389831,0.8671586715867159,0.9310344827586207,0.8618618618618619
19,0.8233333333333334,0.7508896797153025,0.9198473282442748,0.8241042345276873,0.9254237288135593,0.7638376383763837,0.9623824451410659,0.8828828828828829
20,0.88,0.7508896797153025,0.9236641221374046,0.8078175895765473,0.9016949152542373,0.8007380073800738,0.9247648902821317,0.933933933933934
21,0.8233333333333334,0.797153024911032,0.8702290076335878,0.8208469055374593,0.9457627118644067,0.7343173431734318,0.9623824451410659,0.9099099099099099
22,0.9066666666666666,0.7900355871886121,0.8282442748091603,0.739413680781759,0.9525423728813559,0.7527675276752768,0.9028213166144201,0.9219219219219219
23,0.8833333333333333,0.708185053380783,0.9351145038167938,0.6938110749185668,0.911864406779661,0.8154981549815498,0.9467084639498433,0.918918918918919
24,0.86,0.8505338078291815,0.8244274809160306,0.7752442996742671,0.9525423728813559,0.8118081180811808,0.9059561128526645,0.9009009009009009
25,0.8966666666666666,0.8291814946619217,0.8740458015267175,0.739413680781759,0.9389830508474576,0.8228782287822878,0.9122257053291536,0.8618618618618619
26,0.8633333333333333,0.8647686832740213,0.8854961832061069,0.6188925081433225,0.9186440677966101,0.7822878228782287,0.9686520376175548,0.8738738738738738
27,0.9066666666666666,0.7330960854092526,0.8587786259541985,0.7100977198697068,0.9355932203389831,0.8118081180811808,0.9341692789968652,0.8768768768768769
28,0.8266666666666667,0.8042704626334519,0.9236641221374046,0.8534201954397395,0.9322033898305084,0.8191881918819188,0.9404388714733543,0.8768768768768769
29,0.7366666666666667,0.8896797153024911,0.7557251908396947,0.6938110749185668,0.9525423728813559,0.6752767527675276,0.9686520376175548,0.8618618618618619
30,0.8266666666666667,0.8540925266903915,0.8664122137404581,0.755700325732899,0.9389830508474576,0.7564575645756457,0.9686520376175548,0.9099099099099099
31,0.8933333333333333,0.797153024911032,0.8740458015267175,0.7100977198697068,0.911864406779661,0.8154981549815498,0.9686520376175548,0.93993993993994
32,0.9,0.800711743772242,0.9198473282442748,0.6677524429967426,0.9050847457627119,0.8450184501845018,0.9561128526645768,0.8768768768768769
33,0.8466666666666667,0.8434163701067615,0.8587786259541985,0.7719869706840391,0.9423728813559322,0.8265682656826568,0.9498432601880877,0.9129129129129129
34,0.87,0.8398576512455516,0.8244274809160306,0.7687296416938111,0.9491525423728814,0.8671586715867159,0.9278996865203761,0.9039039039039038
35,0.81,0.8540925266903915,0.8435114503816794,0.8436482084690554,0.9389830508474576,0.8376383763837638,0.9341692789968652,0.8828828828828829
36,0.8733333333333333,0.8042704626334519,0.8587786259541985,0.7817589576547231,0.9288135593220339,0.7896678966789668,0.9467084639498433,0.8858858858858859
